attacker A's prev1 x, attacker A's prev1 y, attacker A's prev2 x, attacker A's prev2 y, attacker A's prev3 x, attacker A's prev3 y,attacker B's prev1 x, attacker B's prev1 y, attacker B's prev2 x, attacker B's prev2 y, attacker B's prev3 x, attacker B's prev3 y,attacker C's prev1 x, attacker C's prev1 y, attacker C's prev2 x, attacker C's prev2 y, attacker C's prev3 x, attacker C's prev3 y,defender A's prev1 x, defender A's prev1 y, defender A's prev2 x, defender A's prev2 y, defender A's prev3 x, defender A's prev3 y,defender B's prev1 x, defender B's prev1 y, defender B's prev2 x, defender B's prev2 y, defender B's prev3 x, defender B's prev3 y, attacker A current x, attacker B current y,attacker B current x, attacker B current y, attacker C current x, attacker C current y, defender A current x, defender A current y, defender B current x, defender B current y
1,9,-1,-1,-1,-1,2,9,-1,-1,-1,-1,4,9,-1,-1,-1,-1,0,9,-1,-1,-1,-1,5,9,-1,-1,-1,-1,2,9,3,8,5,9,2,8,4,7
